AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,LANTITUDE,LONGTUDE,DESC,SOURCE,PRECISION,URL,FORM,TYPE,SCHOOL,TIMELINE,Genre
Joseph Mallord William Turner,(b. 1775  London  d. 1851  Chelsea),Undine Giving the Ring to Massaniello  Fisherman of Naples,1846,Oil on canvas  79 x 79 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/t/turner/2/208turne.jpg,painting,other,English,1801-1850,Romanticism
Dante Gabriel Rossetti,(b. 1828  London  d. 1882  Birchington on Sea),Ecce Ancilla Domini!,1850,Oil on canvas and wood  72 x 42 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/r/rossetti/ancilla.jpg,painting,religious,English,1851-1900,Romanticism
William Holman Hunt,(b. 1827  London  d. 1910  London),The Awakening Conscience,1853,Oil on canvas  76 x 55 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/h/hunt/awakenin.jpg,painting,mythological,English,1801-1850,Romanticism
James Abbot McNeill Whistler,(b. 1834  Lowell  d. 1903  London),The Little White Girl: Symphony in White  No. 2,1864,Oil on canvas  76 x 51 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/w/whistler/girlwhit.jpg,painting,other,American,1851-1900,Impressionism
Dante Gabriel Rossetti,(b. 1828  London  d. 1882  Birchington on Sea),The Bride,1865,Oil on canvas  80 x 76 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/r/rossetti/thebride.jpg,painting,genre,English,1851-1900,Romanticism
Dante Gabriel Rossetti,(b. 1828  London  d. 1882  Birchington on Sea),Monna Vanna,1866,Oil on canvas  89 x 86 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/r/rossetti/monnavan.jpg,painting,portrait,English,1851-1900,Romanticism
Norbert Goeneutte,(b. 1854  Paris  d. 1894  Auvers-sur-Oise),Boulevard Clichy under Snow,1876,Oil on canvas  60 x 74 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/g/goeneutt/boulevar.jpg,painting,landscape,French,1851-1900,Impressionism
John Singer Sargent,(b. 1856  Firenze  d. 1925  London),Madame X (study),1884,Oil on canvas  207 x 108 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/s/sargent/madamex2.jpg,painting,portrait,American,1851-1900,Realism
Georges Seurat,(b. 1859  Paris  d. 1891  Paris),Bec du Hoc  Grandcamp,1885,Oil on canvas  66 x 83 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/s/seurat/landscap/becduhoc.jpg,painting,landscape,French,1851-1900,Impressionism
Henri de Toulouse-Lautrec,(b. 1864  Albi  d. 1901  Château Malromé  Langon),Emile Bernard,1886,Oil on canvas  55 x 44 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/t/toulouse/1/15early.jpg,painting,portrait,French,1851-1900,Impressionism
John Singer Sargent,(b. 1856  Firenze  d. 1925  London),Claude Monet Painting at the Edge of a Wood,1887,Oil on canvas  53 x 64 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/s/sargent/monetpai.jpg,painting,landscape,American,1851-1900,Realism
Theodore Roussel,(b. 1847  Lorient  d. 1926  St Leonards-on-Sea),The Reading Girl,1887,Oil on canvas  152 x 161 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/r/roussel/reading.jpg,painting,portrait,English,1851-1900,Impressionism
John William Waterhouse,(b. 1849  Roma  d. 1917  London),The Lady of Shalott,1888,Oil on canvas  153 x 200 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/w/waterhou/shalott.jpg,painting,mythological,English,1851-1900,Realism
Louis Anquetin.,(b. 1861  Étrépagny  nr Gisors  d. 1932  Paris),Girl Reading a Newspaper,1890,Pastel on paper on card  54 x 44 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/a/anquetin/reading.jpg,painting,genre,French,1851-1900,Impressionism
Paul Maitland,(b. 1863  London  d. 1909  London),Flower Walk  Kensington Gardens,1897,Oil on canvas  127 x 178 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/m/maitland/kensingt.jpg,painting,landscape,English,1851-1900,Impressionism
Spencer Frederick Gore,(b. 1878  Epsom  d. 1914  Surrey),Mornington Crescent,1911,Oil on canvas  64 x 77 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/g/gore/morningt.jpg,painting,landscape,English,1851-1900,Impressionism
Harold Gilman,(b. 1876  Rode  d. 1919  London),Canal Bridge  Flekkefjord,1912,Oil on canvas  46 x 61 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/g/gilman/flekkefj.jpg,painting,landscape,English,1851-1900,Impressionism
John Constable,(b. 1776  East Bergholt  d. 1837  Hampstead),A Lane near Flatford,1810-11,Oil on paper laid on canvas  20 x 31 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/c/constabl/flatfora.jpg,painting,landscape,English,1801-1850,Romanticism
James Ward,(b. 1769  London  d. 1859  Cheshunt),Gordale Scar,1811-13,Oil on canvas  332 x 421 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/w/ward/gordale.jpg,painting,landscape,English,1801-1850,Romanticism
Sir John Everett Millais,(b. 1829  Southampton  d. 1896  London),Ophelia,1851-52,Oil on canvas  76 x 112 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/m/millais/ophelia.jpg,painting,other,English,1851-1900,Realism
John Martin,(b. 1789  Haydon Bridge  d. 1854  Douglas  Isle of Man),Great Day of His Wrath,1851-53,Oil on canvas  197 x 303 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/m/martin/wrath.jpg,painting,landscape,English,1801-1850,Romanticism
James Abbot McNeill Whistler,(b. 1834  Lowell  d. 1903  London),Nocturne in Blue and Gold: Old Battersea Bridge,1872-75,Oil on canvas  67 x 49 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/w/whistler/nocturn.jpg,painting,landscape,American,1851-1900,Impressionism
Edward Burne-Jones,(b. 1833  Birmingham  d. 1898  London),The Golden Stairs,1876-80,Oil on canvas  277 x 117 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/b/burnejon/goldenst.jpg,painting,other,English,1851-1900,Romanticism
John Singer Sargent,(b. 1856  Firenze  d. 1925  London),Carnation  Lily  Lily  Rose,1885-86,Oil on canvas  174 x 154 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/s/sargent/carnatio.jpg,painting,portrait,American,1851-1900,Realism
Philip Wilson Steer,(b. 1860  Birkenhead  d. 1942  London),Girls Running  Walberswick Pier,1890-94,Oil on canvas  69 x 93 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/s/steer/girlsrun.jpg,painting,landscape,English,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),The Gardener,1904-06,Oil on canvas  63 x 52 cm,Tate Gallery  London,51.4908333,-0.127222,Tate Britain  United Kingdom,Bing Maps,Museum,http://www.wga.hu/detail/c/cezanne/5/5portra3.jpg,painting,portrait,French,1851-1900,Impressionism
Vincent van Gogh,(b. 1853  Groot Zundert  d. 1890  Auvers-sur-Oise),The Shepherdess (after Millet),1889,Oil on canvas  53 x 41 cm,Tel Aviv Museum  Tel Aviv,32.0822525,34.7794991,Tel Aviv  Israel,Bing Maps,city/town,http://www.wga.hu/detail/g/gogh_van/13/copies13.jpg,painting,genre,Dutch,1851-1900,Impressionism
John Leslie Breck,(b. 1860  at South Pacific  d. 1899  Boston),Garden at Giverny (In the Garden of Monet),1887,Oil on canvas  46 x 56 cm,Terra Foundation for American Art  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/b/breck/gardenmo.jpg,painting,landscape,American,1851-1900,Impressionism
John Leslie Breck,(b. 1860  at South Pacific  d. 1899  Boston),Garden at Giverny,1890,Oil on canvas  46 x 56 cm,Terra Foundation for American Art  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/b/breck/garden.jpg,painting,landscape,American,1851-1900,Impressionism
Theodore Robinson.,(b. 1852  Irasburg  d. 1896  New York),The Wedding March,1892,Oil on canvas  57 x 67 cm,Terra Foundation for American Art  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/r/robinson/wedding.jpg,painting,genre,American,1851-1900,Impressionism
Frederick Carl Frieseke,(b. 1874  Owosso  d. 1939  New York),Lady in a Garden,1912,Oil on canvas  81 x 65 cm,Terra Foundation for American Art  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/f/frieseke/garden.jpg,painting,landscape,American,1851-1900,Impressionism
Willard Leroy Metcalf,(b. 1858  Lowell  d. 1925  New York),L'Epte  Giverny,1887,Oil on canvas  31 x 40 cm,Terra Foundation for the Arts  Chicago,41.8842506,-87.6324463,Chicago  IL,Bing Maps,city/town,http://www.wga.hu/detail/m/metcalf/giverny.jpg,painting,landscape,American,1851-1900,Impressionism
Gustave Courbet,(b. 1819  Ornans  d. 1877  La Tour-de-Peilz),Woman with White Stockings,1861,Oil on canvas  65 x 84 cm,The Barnes Foundation  Merion,39.9930801,-75.2519836,Merion Park  PA,Bing Maps,city/town,http://www.wga.hu/detail/c/courbet/3/courb302.jpg,painting,other,French,1851-1900,Realism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),Ginger Jar and Fruit,1895,Oil on canvas  73 x 60 cm,The Barnes Foundation  Merion,39.9930801,-75.2519836,Merion Park  PA,Bing Maps,city/town,http://www.wga.hu/detail/c/cezanne/4/4still5.jpg,painting,still-life,French,1851-1900,Impressionism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),The Large Bathers,1900-05,Oil on canvas  133 x 207 cm,The Barnes Foundation  Merion,39.9930801,-75.2519836,Merion Park  PA,Bing Maps,city/town,http://www.wga.hu/detail/c/cezanne/5/4bather1.jpg,painting,other,French,1851-1900,Impressionism
Félix Vallotton,(b. 1865  Lausanne  d. 1925  Paris),Interior,1187,Oil on cardboard  62 x 56 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/v/vallotto/interior.jpg,painting,interior,Swiss,1851-1900,Realism
Paul Cézanne,(b. 1839  Aix-en-Provence  d. 1906  Aix-en-Provence),Blue Landscape,1614,Oil on canvas  101 x 81 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/c/cezanne/5/1variou2.jpg,painting,landscape,French,1851-1900,Impressionism
Joseph-Marie Vien,(b. 1716  Montpellier  d. 1809  Paris),Venus Showing Mars her Doves Making a Nest in his Helmet,1768,Oil on canvas,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/v/vien/mars_ven.jpg,painting,mythological,French,1751-1800,Neoclassicism
Semyon Fyodorovich Shchedrin,(b. 1745  St. Petersburg  d. 1804  St. Pertersburg),View of the Large Pond in the Park in Tsarskoye Selo,1777,Pen and brush and Indian ink  gouache and lacquer on paper pasted on cardboard  577 x 752 mm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/s/shchedri/semyon/landsca2.jpg,graphics,landscape,Russian,1751-1800,Neoclassicism
Georg Abraham Hackert,(b. 1755  Prenzlau  d. 1805  Firenze),View of the Environs of Carpentras,1778,Etching with line engraving  480 x 670 mm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/h/hackert/georg/carpentr.jpg,graphics,landscape,German,1751-1800,Neoclassicism
Georg Abraham Hackert,(b. 1755  Prenzlau  d. 1805  Firenze),Ruins of the Augustan Bridge at Narni,1779,Etching with line engraving  535 x 710 mm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/h/hackert/georg/narni.jpg,graphics,landscape,German,1751-1800,Neoclassicism
Johann Friedrich August Tischbein,(b. 1750  Maastricht  d. 1812  Heidelberg),Portrait of the Saltykov Family,1782,Oil on canvas  115 x 147 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/t/tischbei/friedric/saltykov.jpg,painting,portrait,German,1751-1800,Neoclassicism
Louis Léopold Boilly,(b. 1761  La Bassé  d. 1845  Paris),Painter,1785,Oil on canvas  41 x 32 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/b/boilly/painter.jpg,painting,portrait,French,1751-1800,Romanticism
Guillaume Lethière,(b. 1760  Sainte-Anne  d. 1832. Paris),Death of Cato of Utica,1795,Oil on canvas  150 x 226 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/l/lethiere/deathcat.jpg,painting,historical,French,1751-1800,Neoclassicism
Antoine-Jean Gros,(b. 1771  Paris  d. 1835  Meudon),Bonaparte on the Bridge at Arcole,1796,Oil on canvas  134 x 104 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/gros/3arcole.jpg,painting,historical,French,1801-1850,Neoclassicism
Pietro di Gottardo Gonzaga,(b. 1751  Longarone  d. 1831  St. Petersburg),Design of the Decoration for the Triumphal Red Gate in Moscow,1797,Pen and brush  Indian ink  watercolour and ink  365 x 320 mm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/gonzaga/design1.jpg,graphics,other,Italian,1801-1850,Romanticism
Johann Friedrich August Tischbein,(b. 1750  Maastricht  d. 1812  Heidelberg),Portrait of Queen Luise of Prussia,1798,Oil on canvas  76 x 61 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/t/tischbei/friedric/qu_louis.jpg,painting,portrait,German,1751-1800,Neoclassicism
François Gérard,(b. 1770  Roma  d. 1837  Paris),Portrait of Josephine,1801,Oil on canvas  178 x 174 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/gerard/2josephi.jpg,painting,portrait,French,1801-1850,Romanticism
Fleury-François Richard,(b. 1777  Lyon  d. 1852  Ecully),Valentine of Milan Mourning her Husband  the Duke of Orléans,1802,Oil on canvas  55 x 43 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/r/richard/mourning.jpg,painting,historical,French,1801-1850,Romanticism
Pierre-Paul Prud'hon,(b. 1758  Cluny  d. 1823  Paris),Innocence Preferring Love to Wealth,1804,Oil on canvas  243 x 194 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/p/prudhon/2innocen.jpg,painting,mythological,French,1801-1850,Romanticism
Louis Léopold Boilly,(b. 1761  La Bassé  d. 1845  Paris),Game of Billiards,1807,Oil on canvas  56 x 81 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/b/boilly/4boilly.jpg,painting,genre,French,1751-1800,Romanticism
Hippolyte Lecomte,(b. 1781  Puiseaux  d. 1857  Paris),Meeting of Napoleon with the Ambassadors of the Austrian Emperor near Leoben  Steiermark on 7 April  1797,1808,Oil on canvas  97 x 146 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/l/lecomteh/meeting.jpg,painting,historical,French,1801-1850,Romanticism
Jacques-Louis David,(b. 1748  Paris  d. 1825  Bruxelles),Sappho and Phaon,1809,Oil on canvas  225 x 262 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/david_j/4/411david.jpg,painting,mythological,French,1801-1850,Neoclassicism
Pierre-Narcisse Guérin,(b. 1774  Paris  d. 1833  Roma),Morpheus and Iris,1811,Oil on canvas  251 x 178 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/guerin/24morphe.jpg,painting,mythological,French,1801-1850,Neoclassicism
Robert Lefèvre,(b. 1755  Bayeux  d. 1830  Paris),Portrait of Karl Theodor von Dalberg,1811,Oil on canvas  74 x 60 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/l/lefevre/portdalb.jpg,painting,portrait,French,1801-1850,Neoclassicism
Carle Vernet,(b. 1758  Bordeaux  d. 1836  Paris),Napoleon on a Hunt in the Forest of Compiègne,1811,Oil on canvas  131 x 163 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/v/vernet/carle/napohunt.jpg,painting,historical,French,1751-1800,Neoclassicism
VON VOGELSTEIN Carl Christian Vogel,(b. 1788  Wildenfels  d. 1868  München),Portrait of a Lady,1811,Pastel on parchment  62 x 64 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/v/vogel/vogelste/portlady.jpg,painting,portrait,German,1801-1850,Romanticism
Joseph Anton Koch,(b. 1768  Obergibeln  d. 1839  Roma),Monastery of San Francesco di Civitella in the Sabine Mountains,1812,Oil on panel  34 x 46 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/k/koch/monaster.jpg,painting,landscape,Austrian,1801-1850,Romanticism
Thomas Phillips,(b. 1770  Dudley  d. 1845  London),Portrait of Matvei Platov,1814,Oil on canvas  91 x 72 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/p/phillips/platov.jpg,painting,portrait,English,1801-1850,Romanticism
Jean-Auguste-Dominique Ingres,(b. 1780  Montauban  d. 1867  Paris),Portrait of a Girl,1815,Graphite pencil on paper  280 x 207 mm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/i/ingres/061ingre.jpg,painting,portrait,French,1801-1850,Neoclassicism
Auguste Couder,(b. 1790  London  d. 1873  Paris),Death of Masaccio,1817,Oil on canvas  45 x 38 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/c/couder/deathmas.jpg,painting,historical,French,1801-1850,Romanticism
François-Marius Granet,(b. 1755  Aix-en-Provence  d. 1849  Aix-en-Provence),Interior of the Choir in the Capuchin Church on the Plazza Barberini in Rome,1818,Oil on canvas  175 x 127 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/granet/interior.jpg,painting,interior,French,1801-1850,Neoclassicism
Sir Thomas Lawrence,(b. 1769  Bristol  d. 1830  London),Portrait of Alexander I,1818,Black and red chalk  498 x 351 mm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/l/lawrence/alexand1.jpg,graphics,portrait,English,1751-1800,Neoclassicism
Caspar David Friedrich,(b. 1774  Greifswald  d. 1840  Dresden),On the Sailing Boat,1819,Oil on canvas  71 x 56 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/f/friedric/2/212fried.jpg,painting,landscape,German,1801-1850,Romanticism
DE ROUCY-TRIOSON Anne-Louis Girodet,(b. 1767  Montargis  d. 1824  Paris),La Caucasienne,1820,Oil on canvas  41 x 34 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/g/girodet/lacaucas.jpg,painting,portrait,French,1801-1850,Neoclassicism
Caspar David Friedrich,(b. 1774  Greifswald  d. 1840  Dresden),The Sisters on the Balcony,1820,Oil on canvas  74 x 52 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/f/friedric/2/214fried.jpg,painting,landscape,German,1801-1850,Romanticism
Jean-Auguste-Dominique Ingres,(b. 1780  Montauban  d. 1867  Paris),Portrait of Count Guryev,1821,Oil on canvas  107 x 86 cm,The Hermitage  St. Petersburg,59.93318180,30.30603980,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/i/ingres/10ingrex.jpg,painting,portrait,French,1801-1850,Neoclassicism
Pyotr Fyodorovich Sokolov,(b. 1791  Moscow  d. 1848  Stary Merchik),Portrait of Natalia Zagriazhskaya,1821,Watercolour  230 x 155 mm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/s/sokolov/portrait.jpg,graphics,portrait,Russian,1801-1850,Realism
Caspar David Friedrich,(b. 1774  Greifswald  d. 1840  Dresden),Moonrise by the Sea,1821,Oil on canvas  135 x 170 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/f/friedric/3/301fried.jpg,painting,landscape,German,1801-1850,Romanticism
Aleksandr Pavlovich Bryullov,(b. 1798  St. Petersburg  d. 1877  St. Petersburg),Sennaya Square,1822,Lithograph  493 x 620 mm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/b/bryullov/aleksand/sennaya.jpg,graphics,landscape,Russian,1801-1850,Romanticism
Christian Albrecht Jensen,(b. 1792  Bredstedt  d. 1870  København),Portrait of a Lady in Blue Dress,1824,Oil on canvas  64 x 52 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/j/jensen/portlady.jpg,painting,portrait,Danish,1801-1850,Realism
Ary Scheffer,(b. 1795  Dordrecht  d. 1858  Argenteuil),Death of Gaston de Foix in the Battle of Ravenna on 11 April 1512,1824,Oil on canvas  38 x 46 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/s/scheffer/deathfoi.jpg,painting,historical,Dutch,1801-1850,Romanticism
Richard Parkes Bonington,(b. 1802  Arnold  d. 1828  London),Landscape,1825,Oil on canvas  34 x 46 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/b/boningto/landscap.jpg,painting,landscape,English,1801-1850,Romanticism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Dmitry V. Golitsyn,1825,Oil on canvas  70 x 63 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/golitsyn.jpg,painting,portrait,English,1801-1850,Romanticism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Alexander P. Kutuzov,1825,Oil on canvas  70 x 63 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/kutuzova.jpg,painting,portrait,English,1801-1850,Romanticism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Pyotr M. Volkonsky,1825,Oil on canvas  70 x 63 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/volkonsk.jpg,painting,portrait,English,1801-1850,Romanticism
Sil'vestr Fedosyevich Shchedrin,(b. 1791  St. Petersburg  d. 1830  Sorrento),Cave in Sorrento,1826,Oil on canvas  25 x 19 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/s/shchedri/silvestr/cavesorr.jpg,painting,landscape,Russian,1801-1850,Romanticism
Vasily Andreyevich Tropinin,(b. 1776  Karpovo  d. 1857  Moscow),Portrait of P.I. Sapoznikova,1826,Oil on canvas  87 x 67 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/t/tropinin/portrait.jpg,painting,portrait,Russian,1801-1850,Romanticism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Alexander Shishkov,1826,Oil on canvas  103 x 78 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/shishkov.jpg,painting,portrait,English,1801-1850,Romanticism
Grigory Grigorievich Chernetsov,(b. 1802  Luch Kostroma  d. 1865  St. Petersburg),The Gallery of 1812 in the Winter Palace,1827,Oil on canvas  122 x 94 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/c/chernets/gallery.jpg,painting,interior,Russian,1801-1850,Realism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Mikhail Kutuzov,1829,Oil on canvas  361 x 258 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/kutuzovm.jpg,painting,portrait,English,1801-1850,Romanticism
George Dawe,(b. 1781  London  d. 1829  London),Portrait of Duke of Wellington,1829,Oil on canvas  317 x 185 cm,The Hermitage  St. Petersburg,59.9331818,30.3060398,St Petersburg  Russia,Bing Maps,city/town,http://www.wga.hu/detail/d/dawe/wellingt.jpg,painting,portrait,English,1801-1850,Romanticism
